dateStart,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30
1900-03-20,0.7401175140403211,0.2584720775485039,0.04495021840557456,-0.27774954261258245,0.6166928275488317,-0.314455047249794,-0.9011451913975179,0.8194371680729091,0.10647063655778766,-0.18566542863845825,0.7241703188046813,-0.6802428369410336,0.8369290996342897,0.6844202103093266,0.926207710057497,0.7199858077801764,0.5698199034668505,0.9451715191826224,-0.20981756085529923,0.8276776219718158,-0.030220368411391973,-0.5345928859896958,0.8177455244585872,0.8394998298026621,0.6457988149486482,-0.05937063507735729,0.2624623482115567,0.402725494466722,0.8621081267483532,-0.06270548654720187
1900-06-15,1,-0.7220273028460559,-0.8874448125140135,-1,1,0.6629534495346863,0.061273938221413915,-0.13081183643932792,-0.7974535398100183,-1,1,-1,1,1,-0.07152847092870052,-0.21746736175625525,-0.353240216409375,-0.03198446334302274,-1,-0.14055968498881533,0.9589764456173241,-1,-0.15127421921005768,1,-0.32647428609490825,-1,-0.6962460970726146,1,-0.07919460418588953,0.9257285586379259
1900-06-21,1,0.2527300335099393,-1,-0.021512424987461864,0.03429831469174738,-0.3339425039530429,1,0.8635718746794041,0.1699255990526115,-1,0.010795311550112707,-9.205798563981515e-4,0.0513402007634004,1,-1,0.7424302969702752,0.5421589212847375,-0.928381497131071,-1,0.8384395829209029,-0.004494828024090847,-1,0.804535906830068,1,-1,-1,0.2874743011454314,1,-1,-0.031757255232053416
1900-09-22,1,-0.7429523316341197,-1,0.9033647175023701,0.9770377917957673,0.6187059600024788,0.001938875858676914,1,1,-0.00799305741679901,0.9922113351356004,-0.9367251569856133,1,1,-1,1,-0.4117544761377756,0.05064978731580194,-0.03638861513408265,-0.14583694536107872,-0.9317535325172371,-1,-0.19490492668139925,0.02328577655306363,-0.014910411215358299,-1,-0.6939463898503196,0.0056758883577417985,-1,-0.9840355066877227
1900-10-01,1,-1,-0.005883889245954621,1,1,1,-0.9577117150521721,1,0.05965766779691972,0.9603177707663287,0.07728293514403639,-1,0.02895165058288396,0.005653014710295445,-1,0.0033530142336533064,0.5138871709539832,1,0.910383812682462,-1,0.01757686183308671,-0.028539013626075804,0.7318970249496216,0.9507570684610445,-0.9697169031299899,-1,-1,-0.9685256301921343,-0.06454437388527978,-1
1900-10-15,0.05635172729993343,-0.011487981872125297,-0.9986109357784856,0.01467374535119137,1,0.024689443714964288,0.004787774612807105,0.007269225791103229,-0.8321923917678383,1,-0.8866588984834779,-0.0050254660853782385,-0.9638860022020411,-0.9412719876569584,-0.026322446451223058,-0.9357888169050421,1,1,-0.07288168840124687,-1,0.8997255330008999,0.8844564721143172,-0.2100184910008973,0.01021464208936762,0.015131564008609821,-0.02133796248769393,-0.015600592499368515,0.006332962157216682,0.9017226833220026,-1
1901-01-01,0.9926074988529374,0.9179155402390098,-0.040310058077028366,-0.9752733158340258,1,-0.9310049437568972,-0.9126764304359705,0.9852482360187828,-1,0.04830001548518026,-1,-0.9440436846923462,0.005791510494296825,-1,-0.9790620658577506,-1,1,1,-1,-1,1,1,0.6667497753223905,-0.9750880134453971,-0.9101358965122897,-0.9475565685906383,0.9136797664789764,0.9940081270495803,-0.037728242431703474,-1
1901-02-01,0.02112796924532845,-0.019858850371581194,-1,-1,0.04740589528455419,-1,-1,0.02069355228747638,-0.11714892069323002,1,-1,0.018878645915882508,0.9102448256448022,-0.018147532242622555,-0.00686640765876001,-1,0.005273657369909812,0.055693797545623425,-0.004310329788429157,-0.0013262664449047445,1,0.015515085975389198,-0.2706017003809802,0.0012219901735540661,-1,-1,-0.0833704378760124,1,0.9574547640832852,-1
1901-03-20,-0.9345444376015728,0.9305169590126274,-1,-0.07006443927283013,-0.9317529698506792,-1,-1,0.9757674288526809,0.7987908244437911,1,-1,-0.960739743550916,-0.003797955125582231,0.9165611816703767,0.914413116758612,-0.085782354663828,0.948198425820254,-0.9409891646083681,0.9636176241341609,0.945213810934673,0.08400198961465333,0.9960231952236147,-1,-0.975074454020083,-1,-0.12798679356399656,-1,1,0.03291062136420009,-1
1901-04-01,-0.0926419857947921,-0.06307429375525042,-0.06782523027061849,0.883103639084669,0.03793895548510695,-1,-1,1,-0.15492729808881756,0.003701110505405669,-0.03660562207374807,-1,-1,1,1,-1,1,0.03995829981243926,-0.013428676087370084,-0.03241319595856407,-0.8431410540826246,0.050284117796655536,-1,-0.006961380501423142,-1,0.7355502785488767,-0.03185496865109916,0.10356260210217583,0.9358266889104847,-0.018373853883667413
1901-04-20,-1,-0.9748431988918479,0.89708062189871,1,-0.9118235237024799,-1,-1,1,-1,-0.9929802247514086,-0.9908396856637172,-0.030671039683819012,-1,1,1,-1,1,-0.9138030259572277,-0.9760040288370052,0.9301642162068267,0.10096206115505302,0.9902312782934212,-0.0036004094552909427,-0.9778939186801849,-0.014998986938397962,1,0.9623527388780856,-0.8850842078379528,-0.05979832265327367,0.933519598280377
1901-04-25,-1,-1,-0.022202371097476137,0.02685562816781628,0.07113982815116981,-0.020530301143035112,-1,0.06050188964413106,-0.013414820654881088,-1,-1,-0.9664374242817317,-0.06977722624124061,1,0.02157764566595699,-0.10288931190321693,0.009103325688987085,0.03107967642273568,-1,-0.068480416000679,-0.8839136342029782,1,-0.9334751434738634,-0.020146773111797356,-0.9457137832710982,0.059138959916847256,1,0.1109868060692063,0.9173000414397934,0.015046021604849802
1901-05-01,-0.06939004440816654,-1,-0.9758758021218911,-0.9032490073891439,-0.8650954035366832,0.9368248668543178,-0.06349192175162133,-0.9233368351714729,0.8708366671618644,-1,-0.028462332360776887,-1,-1,0.0036602559672729296,-0.9474105855483914,-1,-0.8949917020746724,-0.8841488893360281,-0.051625167281324935,-1,0.07897862710049064,0.03112802312902163,0.01373002763378095,-0.9877120796392893,0.04852378480371289,1,1,-0.8813307925011136,1,-0.9266327787790456
1901-05-20,0.8928446902310411,-0.06235545089873973,-1,0.04616430690810491,0.1335877444252057,1,0.8857620960573244,-1,1,-1,0.8806430498054303,-0.08905187336262133,-0.036280580309332455,-0.8962225137172346,0.04585321528149644,-0.023416027908333525,0.09949524953783073,0.09490892037242027,0.9418171148022424,-1,1,-0.8299222858748881,0.8942101736168055,-0.02217316675958647,1,1,1,0.10577284617365967,1,0.04893530855453376
1901-06-01,1,0.8881000220412706,-1,-0.9354157093797987,-0.8638113488430097,1,-0.01517443315282907,-0.0751002200190366,1,-0.07873589983589535,-0.026418430558452943,-1,-1,0.06862165502427897,1,-1,-0.8300961869999188,-0.8675426685383182,-0.03775873472063873,-0.03864761606749778,1,0.15148006378408263,-0.049131941663158596,-0.9641223121089754,0.017108264417379115,1,0.027604163145228622,1,0.008198516206018192,1
1901-06-21,0.00413960613445008,-0.08263076763696953,-1,-1,0.1293033930852182,1,-0.9695614277388179,0.8996484660651228,0.024411117736521826,-1,0.9701720201667513,-0.09789726790278719,-1,1,0.052970484493863434,-0.09010906704028498,-1,-1,-0.9753494218553351,0.8512638871643861,0.08897938765540292,1,0.8904595100034368,-1,-0.9448827833055334,1,0.9588273873410871,0.02963417092032039,-0.9826343261447058,1
1901-07-14,0.9164364241042571,0.8749447439339568,-1,-1,-0.7945524066834695,1.375972319273e-5,-1,1,0.9434984153605578,-1,1,0.8354626433636435,-0.03879090571238952,0.036506144761093706,1,0.9093953072741684,-1,-0.018355796940644153,-0.03326649089747247,1,1,0.010330122501562067,1,-1,-1,0.09328328855506851,2.0900920307820314e-6,1,-1,1
1901-09-01,1,1,-0.0814844088670994,-1,0.1453815379584149,0.9465801674733252,-1,0.036825742015719753,-0.054226407517343755,-0.01019644498733352,1,1,-0.9796660838282155,-0.9507653190544237,0.006929665168822763,-0.03711890115322103,-1,0.9430584298969731,-1,1,1,-0.9303715093347735,1,-1,-0.013477377643425381,-0.8611021794306859,-0.9779715331702608,0.11184982565954282,-0.046146635986819895,1
1901-09-22,1,0.07625116748121441,0.831589832892135,-0.014630619001369194,1,1,-0.0296318831511726,-0.8792538292048954,-1,0.9585676988405161,0.026299060231729232,1,-1,-1,-0.9053826800338666,-0.957839736068959,-1,-0.056331350784563305,-1,1,1,-1,0.00867779647911815,-0.031995226822956524,-0.9655206278822082,0.07977087305994135,4.165262055555452e-5,-0.8594552577008918,0.9104403687970279,1
1901-10-01,0.06943652229947495,1,-0.12984054981312232,0.8751305025571179,0.02595277129635276,1,-0.9486965785841673,-1,-1,1,1,1,-0.0050287101537923595,-0.02480292687301411,-1,-0.12112664303390464,-1,0.9080567123963134,-0.020525839273317192,1,1,-1,0.9885322100497133,0.9342458618034164,-1,1,-0.8955639386680063,0.13738992310980425,-0.056188438732990065,0.02651119774074695
1901-10-31,1,0.031908444278185844,0.7903277388785868,1,1,0.024475288625042668,0.019069968093838097,-0.06265123168943465,-0.0076833601969836796,0.016379897816687583,1,0.06237784007328673,0.9602181559822861,-0.991750286699893,-1,0.8618563222282347,-0.037026724036098746,-0.07383823574201975,0.9759703461890948,0.09269993305198221,0.11116117255044577,-0.055749741664097296,1,-0.05380455214768076,-1,0.03145783138460079,0.07159849959024933,1,0.909624839122016,-0.9611747565683213
1901-12-01,0.06304042208471206,-0.930480825156552,-0.14621098526009124,1,1,-0.9336271593511252,0.9756856403069136,0.9370511166139437,-0.8835412322719066,0.9197859615791479,0.008880776072978436,1,1,-1,-1,-0.06731225443098976,0.9419298508624194,0.8447219199911716,0.006177954635138039,1,-0.7737794839090565,-1,0.008559219343692415,0.931961044780754,-0.027923269033126474,-0.9274163449638634,-0.8981140925275761,1,1,0.012130855052000178
1901-12-21,1,-1,0.8042981655135765,0.050596185293793505,0.0045930890376232325,0.004716774695182835,-0.023457586049787205,1,0.1036707091870267,0.0077146169105516416,0.9687340901537257,0.04889238960715403,0.016294277537196922,-1,-1,-0.9975253860481629,0.006770568842889846,1,-0.9724343460274404,0.03959163659628595,0.08897102869668616,-1,-0.9822313576899567,-0.05900412970643887,-1,-1,-1,0.02222952126680766,0.03395556360011864,0.9865839648441345
1902-01-01,0.037384647044752084,-0.032478105672111623,-0.15135186616128016,0.9405520451371521,0.9570174207753651,0.9539264531171744,0.8903683130402164,0.019238178053743837,1,0.9244477661786153,1,-0.915762879797664,-0.958270533744597,-0.028375174750719934,-0.04908220112218653,-0.013005374010961801,-0.9597911079008934,0.015782941655815286,-1,-0.9268342547253567,-0.8299314080603538,-0.012380463623385518,-1,-1,-0.06330183142392476,-1,-0.0012886794875291985,-0.9264813201886085,-0.9233626410851056,1
1902-01-18,1,-0.9795734703464959,0.8361538297803138,1,0.006198733636946341,1,1,-0.9384349200600973,1,1,1,0.05440307175265979,-1,0.9060775531708738,0.9428950537684573,-1,0.010679887048389625,0.9601549644740458,-0.045505463846976846,0.04626524247930752,-1,0.9860104645207036,-0.06833143045661694,-1,0.896204199640945,-1,-0.9380180448035258,0.05889649928706853,0.04311059246777593,0.05386720485289176
1902-03-20,1,-0.04603431848069095,-0.15271134393727692,0.055177189667431015,0.8989412842523292,1,0.08511039322807035,0.04854307713640493,1,1,1,1,-1,-0.03412864562550755,-0.04524832692561209,-1,0.9500325023315133,-0.0229368813293509,-1,-0.9502168939167421,-0.07085022384624795,1,-1,-0.08295031091259841,1,-0.05212639605228275,0.05678092722709682,1,-0.9207032005537947,1
1902-06-15,1,-1,0.8383208718050715,1,-0.09287245728285465,0.052349063205213375,1,-0.8437998174118895,1,8.945704161227308e-4,1,1,-1,-0.9988646316366446,0.9410748254598899,-0.025556639025896888,1,0.9518369281323665,-0.026341211074648596,-1,0.8865485668958085,5.509659742677364e-4,-1,0.8450111006869152,0.022707901448071555,0.915131378332595,1,1,0.006671584119662621,0.04545060858210459
1902-09-22,0.03435023965564654,-0.06196457301169078,1,0.02015651883245706,-1,-0.9416858340116337,1,0.15233215528393784,1,-0.9983306217534529,1,0.013798827480388742,-1,-1,1,0.9327970585691779,0.022162419348090823,0.01628150617939006,0.9115079083833771,-1,1,0.9997903714424853,-0.018294170005994093,1,0.9357149489981373,1,0.021368300442980104,1,-0.9711624305675668,1
1902-10-20,1,0.928785702291077,1,-0.9718236551315227,-1,0.03993120604401512,0.0037611015637734058,1,0.002539859451134663,-1.2720702285229368e-4,0.12795938972596188,-0.9678024941061485,-0.01444677071107392,-0.074002771066903,0.04321426816114715,-0.051624594206844066,-0.9319518167802878,0.9406973512753863,-0.0552837479140349,-0.02653346196329176,1,0.030063332680882682,-0.9192855961583143,1,-0.025785461683835553,0.034186004581105656,0.9729830956766231,0.04807574666996006,0.0027699923887593014,0.00925079904639936
